query,keywords,conditions,expect_company,expect_indicator,expect_time,description
2023年中成股份的单季度.归母净利润MOM,"中成股份,000151.SZ,单季度.归母净利润MOM,S_QFA_CGRNETPROFIT",2023,中成股份,单季度.归母净利润MOM,2023,[financial_statements] 验证 单季度.归母净利润MOM (table)
截至2023年底深粮控股的单季度.营业利润MOM,"深粮控股,000019.SZ,单季度.营业利润MOM,S_QFA_CGROP","<=,2023",深粮控股,单季度.营业利润MOM,until_2023,[financial_statements] 验证 单季度.营业利润MOM (table)
2023年富奥股份的单季度.营业利润MOM,"富奥股份,000030.SZ,单季度.营业利润MOM,S_QFA_CGROP",2023,富奥股份,单季度.营业利润MOM,2023,[financial_statements] 验证 单季度.营业利润MOM (table)
粤高速A最新的单季度.净利润MOM,"粤高速A,000429.SZ,单季度.净利润MOM,S_QFA_CGRPROFIT","ORDER BY,LIMIT 1",粤高速A,单季度.净利润MOM,latest,[financial_statements] 验证 单季度.净利润MOM (table)
查一下华侨城A的单季度.净利润MOM,"华侨城A,000069.SZ,单季度.净利润MOM,S_QFA_CGRPROFIT",,华侨城A,单季度.净利润MOM,10y,[financial_statements] 验证 单季度.净利润MOM (table)
查一下深圳机场的单季度.主营业务收入MOM,"深圳机场,000089.SZ,单季度.主营业务收入MOM,S_QFA_CGRSALES",,深圳机场,单季度.主营业务收入MOM,10y,[financial_statements] 验证 单季度.主营业务收入MOM (table)
2023年国新健康的单季度.主营业务收入MOM,"国新健康,000503.SZ,单季度.主营业务收入MOM,S_QFA_CGRSALES",2023,国新健康,单季度.主营业务收入MOM,2023,[financial_statements] 验证 单季度.主营业务收入MOM (table)
华锦股份最新的单季度.基本每股收益,"华锦股份,000059.SZ,单季度.基本每股收益,S_QFA_EPS","ORDER BY,LIMIT 1",华锦股份,单季度.基本每股收益,latest,[financial_statements] 验证 单季度.基本每股收益 (table)
中成股份的单季度.基本每股收益是多少,"中成股份,000151.SZ,单季度.基本每股收益,S_QFA_EPS",,中成股份,单季度.基本每股收益,10y,[financial_statements] 验证 单季度.基本每股收益 (table)
查一下华侨城A的单季度.费用率,"华侨城A,000069.SZ,单季度.费用率,S_QFA_EXPENSETOSALES",,华侨城A,单季度.费用率,10y,[financial_statements] 验证 单季度.费用率 (table)
查一下中成股份的单季度.费用率,"中成股份,000151.SZ,单季度.费用率,S_QFA_EXPENSETOSALES",,中成股份,单季度.费用率,10y,[financial_statements] 验证 单季度.费用率 (table)
截至2023年底中信海直的单季度.财务费用率,"中信海直,000099.SZ,单季度.财务费用率,S_QFA_FINAEXPENSETOGR","<=,2023",中信海直,单季度.财务费用率,until_2023,[financial_statements] 验证 单季度.财务费用率 (table)
查一下深桑达A的单季度.财务费用率,"深桑达A,000032.SZ,单季度.财务费用率,S_QFA_FINAEXPENSETOGR",,深桑达A,单季度.财务费用率,10y,[financial_statements] 验证 单季度.财务费用率 (table)
查一下珠海港的单季度.毛利率,"珠海港,000507.SZ,单季度.毛利率,S_QFA_GROSSPROFITMARGIN",,珠海港,单季度.毛利率,10y,[financial_statements] 验证 单季度.毛利率 (table)
中联重科最近一年的单季度.毛利率走势,"中联重科,000157.SZ,单季度.毛利率,S_QFA_GROSSPROFITMARGIN",,中联重科,单季度.毛利率,1y,[financial_statements] 验证 单季度.毛利率 (table)
2023年国际实业的单季度.所得税,"国际实业,000159.SZ,单季度.所得税,S_QFA_INC_TAX",2023,国际实业,单季度.所得税,2023,[financial_statements] 验证 单季度.所得税 (table)
截至2023年底金隅冀东的单季度.所得税,"金隅冀东,000401.SZ,单季度.所得税,S_QFA_INC_TAX","<=,2023",金隅冀东,单季度.所得税,until_2023,[financial_statements] 验证 单季度.所得税 (table)
华锦股份最新的单季度.财务费用,"华锦股份,000059.SZ,单季度.财务费用,S_QFA_LESS_FIN_EXP","ORDER BY,LIMIT 1",华锦股份,单季度.财务费用,latest,[financial_statements] 验证 单季度.财务费用 (table)
查一下兴业银锡的单季度.财务费用,"兴业银锡,000426.SZ,单季度.财务费用,S_QFA_LESS_FIN_EXP",,兴业银锡,单季度.财务费用,10y,[financial_statements] 验证 单季度.财务费用 (table)
2023年TCL科技的单季度.管理费用,"TCL科技,000100.SZ,单季度.管理费用,S_QFA_LESS_GERL_ADMIN_EXP",2023,TCL科技,单季度.管理费用,2023,[financial_statements] 验证 单季度.管理费用 (table)
截至2023年底美丽生态的单季度.管理费用,"美丽生态,000010.SZ,单季度.管理费用,S_QFA_LESS_GERL_ADMIN_EXP","<=,2023",美丽生态,单季度.管理费用,until_2023,[financial_statements] 验证 单季度.管理费用 (table)
2023年深科技的单季度.营业成本,"深科技,000021.SZ,单季度.营业成本,S_QFA_LESS_OPER_COST",2023,深科技,单季度.营业成本,2023,[financial_statements] 验证 单季度.营业成本 (table)
2023年常山北明的单季度.营业成本,"常山北明,000158.SZ,单季度.营业成本,S_QFA_LESS_OPER_COST",2023,常山北明,单季度.营业成本,2023,[financial_statements] 验证 单季度.营业成本 (table)
2023年富奥股份的单季度.销售费用,"富奥股份,000030.SZ,单季度.销售费用,S_QFA_LESS_SELLING_DIST_EXP",2023,富奥股份,单季度.销售费用,2023,[financial_statements] 验证 单季度.销售费用 (table)
2023年特力A的单季度.销售费用,"特力A,000025.SZ,单季度.销售费用,S_QFA_LESS_SELLING_DIST_EXP",2023,特力A,单季度.销售费用,2023,[financial_statements] 验证 单季度.销售费用 (table)
查一下全新好的单季度.少数股东损益,"全新好,000007.SZ,单季度.少数股东损益,S_QFA_MINORITY_INT_INC",,全新好,单季度.少数股东损益,10y,[financial_statements] 验证 单季度.少数股东损益 (table)
查一下渝开发的单季度.少数股东损益,"渝开发,000514.SZ,单季度.少数股东损益,S_QFA_MINORITY_INT_INC",,渝开发,单季度.少数股东损益,10y,[financial_statements] 验证 单季度.少数股东损益 (table)
查一下神州高铁的单季度.净利率,"神州高铁,000008.SZ,单季度.净利率,S_QFA_NETPROFITMARGIN",,神州高铁,单季度.净利率,10y,[financial_statements] 验证 单季度.净利率 (table)
查一下国药一致的单季度.净利率,"国药一致,000028.SZ,单季度.净利率,S_QFA_NETPROFITMARGIN",,国药一致,单季度.净利率,10y,[financial_statements] 验证 单季度.净利率 (table)
中国天楹的单季度.筹资活动现金净流量是多少,"中国天楹,000035.SZ,单季度.筹资活动现金净流量,S_QFA_NET_CASH_FLOWS_FNC_ACT",,中国天楹,单季度.筹资活动现金净流量,10y,[financial_statements] 验证 单季度.筹资活动现金净流量 (table)
2023年国际实业的单季度.筹资活动现金净流量,"国际实业,000159.SZ,单季度.筹资活动现金净流量,S_QFA_NET_CASH_FLOWS_FNC_ACT",2023,国际实业,单季度.筹资活动现金净流量,2023,[financial_statements] 验证 单季度.筹资活动现金净流量 (table)
查一下国新健康的单季度.投资活动现金净流量,"国新健康,000503.SZ,单季度.投资活动现金净流量,S_QFA_NET_CASH_FLOWS_INV_ACT",,国新健康,单季度.投资活动现金净流量,10y,[financial_statements] 验证 单季度.投资活动现金净流量 (table)
2023年中洲控股的单季度.投资活动现金净流量,"中洲控股,000042.SZ,单季度.投资活动现金净流量,S_QFA_NET_CASH_FLOWS_INV_ACT",2023,中洲控股,单季度.投资活动现金净流量,2023,[financial_statements] 验证 单季度.投资活动现金净流量 (table)
华侨城A的单季度.经营活动现金净流量是多少,"华侨城A,000069.SZ,单季度.经营活动现金净流量,S_QFA_NET_CASH_FLOWS_OPER_ACT",,华侨城A,单季度.经营活动现金净流量,10y,[financial_statements] 验证 单季度.经营活动现金净流量 (table)
2023年神州数码的单季度.经营活动现金净流量,"神州数码,000034.SZ,单季度.经营活动现金净流量,S_QFA_NET_CASH_FLOWS_OPER_ACT",2023,神州数码,单季度.经营活动现金净流量,2023,[financial_statements] 验证 单季度.经营活动现金净流量 (table)
中联重科的单季度.处置固定无形长期资产收回的现金净额是多少,"中联重科,000157.SZ,单季度.处置固定无形长期资产收回的现金净额,S_QFA_NET_CASH_RECP_DISP_FIOLTA",,中联重科,单季度.处置固定无形长期资产收回的现金净额,10y,[financial_statements] 验证 单季度.处置固定无形长期资产收回的现金净额 (table)
南京公用的单季度.处置固定无形长期资产收回的现金净额是多少,"南京公用,000421.SZ,单季度.处置固定无形长期资产收回的现金净额,S_QFA_NET_CASH_RECP_DISP_FIOLTA",,南京公用,单季度.处置固定无形长期资产收回的现金净额,10y,[financial_statements] 验证 单季度.处置固定无形长期资产收回的现金净额 (table)
深科技的单季度.现金及现金等价物净增加额是多少,"深科技,000021.SZ,单季度.现金及现金等价物净增加额,S_QFA_NET_INCR_CASH_CASH_EQU",,深科技,单季度.现金及现金等价物净增加额,10y,[financial_statements] 验证 单季度.现金及现金等价物净增加额 (table)
截至2023年底全新好的单季度.现金及现金等价物净增加额,"全新好,000007.SZ,单季度.现金及现金等价物净增加额,S_QFA_NET_INCR_CASH_CASH_EQU","<=,2023",全新好,单季度.现金及现金等价物净增加额,until_2023,[financial_statements] 验证 单季度.现金及现金等价物净增加额 (table)
2023年金隅冀东的单季度.归母净利润,"金隅冀东,000401.SZ,单季度.归母净利润,S_QFA_NET_PROFIT_EXCL_MIN_INT_INC",2023,金隅冀东,单季度.归母净利润,2023,[financial_statements] 验证 单季度.归母净利润 (table)
截至2023年底中兴通讯的单季度.归母净利润,"中兴通讯,000063.SZ,单季度.归母净利润,S_QFA_NET_PROFIT_EXCL_MIN_INT_INC","<=,2023",中兴通讯,单季度.归母净利润,until_2023,[financial_statements] 验证 单季度.归母净利润 (table)
查一下金融街的单季度.净利润,"金融街,000402.SZ,单季度.净利润,S_QFA_NET_PROFIT_INCL_MIN_INT_INC",,金融街,单季度.净利润,10y,[financial_statements] 验证 单季度.净利润 (table)
*ST张股的单季度.净利润是多少,"*ST张股,000430.SZ,单季度.净利润,S_QFA_NET_PROFIT_INCL_MIN_INT_INC",,*ST张股,单季度.净利润,10y,[financial_statements] 验证 单季度.净利润 (table)
2023年盐田港的单季度.营业利润,"盐田港,000088.SZ,单季度.营业利润,S_QFA_OPER_PROFIT",2023,盐田港,单季度.营业利润,2023,[financial_statements] 验证 单季度.营业利润 (table)
中兴通讯最近一年的单季度.营业利润走势,"中兴通讯,000063.SZ,单季度.营业利润,S_QFA_OPER_PROFIT",,中兴通讯,单季度.营业利润,1y,[financial_statements] 验证 单季度.营业利润 (table)
中金岭南的单季度.主营业务收入是多少,"中金岭南,000060.SZ,单季度.主营业务收入,S_QFA_OPER_REV",,中金岭南,单季度.主营业务收入,10y,[financial_statements] 验证 单季度.主营业务收入 (table)
常山北明最新的单季度.主营业务收入,"常山北明,000158.SZ,单季度.主营业务收入,S_QFA_OPER_REV","ORDER BY,LIMIT 1",常山北明,单季度.主营业务收入,latest,[financial_statements] 验证 单季度.主营业务收入 (table)
查一下广聚能源的单季度.支付的各项税费,"广聚能源,000096.SZ,单季度.支付的各项税费,S_QFA_PAY_ALL_TYP_TAX",,广聚能源,单季度.支付的各项税费,10y,[financial_statements] 验证 单季度.支付的各项税费 (table)
查一下合百集团的单季度.支付的各项税费,"合百集团,000417.SZ,单季度.支付的各项税费,S_QFA_PAY_ALL_TYP_TAX",,合百集团,单季度.支付的各项税费,10y,[financial_statements] 验证 单季度.支付的各项税费 (table)
查一下潍柴动力的单季度.研发费用,"潍柴动力,000338.SZ,单季度.研发费用,S_QFA_RD_EXPENSE",,潍柴动力,单季度.研发费用,10y,[financial_statements] 验证 单季度.研发费用 (table)
截至2023年底ST晨鸣的单季度.研发费用,"ST晨鸣,000488.SZ,单季度.研发费用,S_QFA_RD_EXPENSE","<=,2023",ST晨鸣,单季度.研发费用,until_2023,[financial_statements] 验证 单季度.研发费用 (table)
2023年平安银行的单季报报告类型,"平安银行,000001.SZ,单季报报告类型,S_QFA_REPORT_TYPE",2023,平安银行,单季报报告类型,2023,[financial_statements] 验证 单季报报告类型 (table)
渝开发最新的单季报报告类型,"渝开发,000514.SZ,单季报报告类型,S_QFA_REPORT_TYPE","ORDER BY,LIMIT 1",渝开发,单季报报告类型,latest,[financial_statements] 验证 单季报报告类型 (table)
截至2023年底通程控股的单季度.总资产净利率ROA,"通程控股,000419.SZ,单季度.总资产净利率ROA,S_QFA_ROA","<=,2023",通程控股,单季度.总资产净利率ROA,until_2023,[financial_statements] 验证 单季度.总资产净利率ROA (table)
沈阳机床最近一年的单季度.总资产净利率ROA走势,"沈阳机床,000410.SZ,单季度.总资产净利率ROA,S_QFA_ROA",,沈阳机床,单季度.总资产净利率ROA,1y,[financial_statements] 验证 单季度.总资产净利率ROA (table)
截至2023年底美丽生态的单季度.净资产收益率ROE,"美丽生态,000010.SZ,单季度.净资产收益率ROE,S_QFA_ROE","<=,2023",美丽生态,单季度.净资产收益率ROE,until_2023,[financial_statements] 验证 单季度.净资产收益率ROE (table)
2023年特力A的单季度.净资产收益率ROE,"特力A,000025.SZ,单季度.净资产收益率ROE,S_QFA_ROE",2023,特力A,单季度.净资产收益率ROE,2023,[financial_statements] 验证 单季度.净资产收益率ROE (table)
万科A最近一年的单季度.净资产收益率ROE(扣非)走势,"万科A,000002.SZ,单季度.净资产收益率ROE(扣非),S_QFA_ROE_DEDUCTED",,万科A,单季度.净资产收益率ROE(扣非),1y,[financial_statements] 验证 单季度.净资产收益率ROE(扣非) (table)
2023年深粮控股的单季度.净资产收益率ROE(扣非),"深粮控股,000019.SZ,单季度.净资产收益率ROE(扣非),S_QFA_ROE_DEDUCTED",2023,深粮控股,单季度.净资产收益率ROE(扣非),2023,[financial_statements] 验证 单季度.净资产收益率ROE(扣非) (table)
截至2023年底沈阳机床的单季度.销售费用率,"沈阳机床,000410.SZ,单季度.销售费用率,S_QFA_SALEEXPENSETOGR","<=,2023",沈阳机床,单季度.销售费用率,until_2023,[financial_statements] 验证 单季度.销售费用率 (table)
2023年武商集团的单季度.销售费用率,"武商集团,000501.SZ,单季度.销售费用率,S_QFA_SALEEXPENSETOGR",2023,武商集团,单季度.销售费用率,2023,[financial_statements] 验证 单季度.销售费用率 (table)
2023年长虹华意的单季度.营业总成本,"长虹华意,000404.SZ,单季度.营业总成本,S_QFA_TOT_OPER_COST",2023,长虹华意,单季度.营业总成本,2023,[financial_statements] 验证 单季度.营业总成本 (table)
粤高速A的单季度.营业总成本是多少,"粤高速A,000429.SZ,单季度.营业总成本,S_QFA_TOT_OPER_COST",,粤高速A,单季度.营业总成本,10y,[financial_statements] 验证 单季度.营业总成本 (table)
国际医学最近一年的单季度.营业总收入走势,"国际医学,000516.SZ,单季度.营业总收入,S_QFA_TOT_OPER_REV",,国际医学,单季度.营业总收入,1y,[financial_statements] 验证 单季度.营业总收入 (table)
2023年南玻A的单季度.营业总收入,"南玻A,000012.SZ,单季度.营业总收入,S_QFA_TOT_OPER_REV",2023,南玻A,单季度.营业总收入,2023,[financial_statements] 验证 单季度.营业总收入 (table)
中联重科最新的单季度.利润总额,"中联重科,000157.SZ,单季度.利润总额,S_QFA_TOT_PROFIT","ORDER BY,LIMIT 1",中联重科,单季度.利润总额,latest,[financial_statements] 验证 单季度.利润总额 (table)
北方国际最新的单季度.利润总额,"北方国际,000065.SZ,单季度.利润总额,S_QFA_TOT_PROFIT","ORDER BY,LIMIT 1",北方国际,单季度.利润总额,latest,[financial_statements] 验证 单季度.利润总额 (table)
中国天楹的单季度.营业总收入YOY是多少,"中国天楹,000035.SZ,单季度.营业总收入YOY,S_QFA_YOYGR",,中国天楹,单季度.营业总收入YOY,10y,[financial_statements] 验证 单季度.营业总收入YOY (table)
沙河股份的单季度.营业总收入YOY是多少,"沙河股份,000014.SZ,单季度.营业总收入YOY,S_QFA_YOYGR",,沙河股份,单季度.营业总收入YOY,10y,[financial_statements] 验证 单季度.营业总收入YOY (table)
截至2023年底华锦股份的单季度.归母净利润YOY,"华锦股份,000059.SZ,单季度.归母净利润YOY,S_QFA_YOYNETPROFIT","<=,2023",华锦股份,单季度.归母净利润YOY,until_2023,[financial_statements] 验证 单季度.归母净利润YOY (table)
查一下南京公用的单季度.归母净利润YOY,"南京公用,000421.SZ,单季度.归母净利润YOY,S_QFA_YOYNETPROFIT",,南京公用,单季度.归母净利润YOY,10y,[financial_statements] 验证 单季度.归母净利润YOY (table)
农产品最新的单季度.营业利润YOY,"农产品,000061.SZ,单季度.营业利润YOY,S_QFA_YOYOP","ORDER BY,LIMIT 1",农产品,单季度.营业利润YOY,latest,[financial_statements] 验证 单季度.营业利润YOY (table)
金隅冀东的单季度.营业利润YOY是多少,"金隅冀东,000401.SZ,单季度.营业利润YOY,S_QFA_YOYOP",,金隅冀东,单季度.营业利润YOY,10y,[financial_statements] 验证 单季度.营业利润YOY (table)
深天马A最新的单季度.净利润YOY,"深天马A,000050.SZ,单季度.净利润YOY,S_QFA_YOYPROFIT","ORDER BY,LIMIT 1",深天马A,单季度.净利润YOY,latest,[financial_statements] 验证 单季度.净利润YOY (table)
查一下云鼎科技的单季度.净利润YOY,"云鼎科技,000409.SZ,单季度.净利润YOY,S_QFA_YOYPROFIT",,云鼎科技,单季度.净利润YOY,10y,[financial_statements] 验证 单季度.净利润YOY (table)
2023年特发信息的单季度.主营业务收入YOY,"特发信息,000070.SZ,单季度.主营业务收入YOY,S_QFA_YOYSALES",2023,特发信息,单季度.主营业务收入YOY,2023,[financial_statements] 验证 单季度.主营业务收入YOY (table)
湖北宜化最新的单季度.主营业务收入YOY,"湖北宜化,000422.SZ,单季度.主营业务收入YOY,S_QFA_YOYSALES","ORDER BY,LIMIT 1",湖北宜化,单季度.主营业务收入YOY,latest,[financial_statements] 验证 单季度.主营业务收入YOY (table)
*ST张股最新的折旧与摊销,"*ST张股,000430.SZ,折旧与摊销,S_STM_IS","ORDER BY,LIMIT 1",*ST张股,折旧与摊销,latest,[financial_statements] 验证 折旧与摊销 (table)
2023年特力A的折旧与摊销,"特力A,000025.SZ,折旧与摊销,S_STM_IS",2023,特力A,折旧与摊销,2023,[financial_statements] 验证 折旧与摊销 (table)
截至2023年底川能动力的应交税费,"川能动力,000155.SZ,应交税费,TAXES_SURCHARGES_PAYABLE","<=,2023",川能动力,应交税费,until_2023,[financial_statements] 验证 应交税费 (table)
深康佳A的应交税费是多少,"深康佳A,000016.SZ,应交税费,TAXES_SURCHARGES_PAYABLE",,深康佳A,应交税费,10y,[financial_statements] 验证 应交税费 (table)
2023年胜利股份的资产总计,"胜利股份,000407.SZ,资产总计,TOT_ASSETS",2023,胜利股份,资产总计,2023,[financial_statements] 验证 资产总计 (table)
查一下华塑控股的资产总计,"华塑控股,000509.SZ,资产总计,TOT_ASSETS",,华塑控股,资产总计,10y,[financial_statements] 验证 资产总计 (table)
通程控股最近一年的流动资产合计走势,"通程控股,000419.SZ,流动资产合计,TOT_CUR_ASSETS",,通程控股,流动资产合计,1y,[financial_statements] 验证 流动资产合计 (table)
中信海直的流动资产合计是多少,"中信海直,000099.SZ,流动资产合计,TOT_CUR_ASSETS",,中信海直,流动资产合计,10y,[financial_statements] 验证 流动资产合计 (table)
查一下中洲控股的流动负债合计,"中洲控股,000042.SZ,流动负债合计,TOT_CUR_LIAB",,中洲控股,流动负债合计,10y,[financial_statements] 验证 流动负债合计 (table)
方大集团最近一年的流动负债合计走势,"方大集团,000055.SZ,流动负债合计,TOT_CUR_LIAB",,方大集团,流动负债合计,1y,[financial_statements] 验证 流动负债合计 (table)
截至2023年底深南电A的负债合计,"深南电A,000037.SZ,负债合计,TOT_LIAB","<=,2023",深南电A,负债合计,until_2023,[financial_statements] 验证 负债合计 (table)
查一下藏格矿业的负债合计,"藏格矿业,000408.SZ,负债合计,TOT_LIAB",,藏格矿业,负债合计,10y,[financial_statements] 验证 负债合计 (table)
2023年湖北宜化的非流动资产合计,"湖北宜化,000422.SZ,非流动资产合计,TOT_NON_CUR_ASSETS",2023,湖北宜化,非流动资产合计,2023,[financial_statements] 验证 非流动资产合计 (table)
皇庭国际最新的非流动资产合计,"皇庭国际,000056.SZ,非流动资产合计,TOT_NON_CUR_ASSETS","ORDER BY,LIMIT 1",皇庭国际,非流动资产合计,latest,[financial_statements] 验证 非流动资产合计 (table)
方大集团最新的非流动负债合计,"方大集团,000055.SZ,非流动负债合计,TOT_NON_CUR_LIAB","ORDER BY,LIMIT 1",方大集团,非流动负债合计,latest,[financial_statements] 验证 非流动负债合计 (table)
2023年农产品的非流动负债合计,"农产品,000061.SZ,非流动负债合计,TOT_NON_CUR_LIAB",2023,农产品,非流动负债合计,2023,[financial_statements] 验证 非流动负债合计 (table)
2023年潍柴动力的营业总成本,"潍柴动力,000338.SZ,营业总成本,TOT_OPER_COST",2023,潍柴动力,营业总成本,2023,[financial_statements] 验证 营业总成本 (table)
查一下深赛格的营业总成本,"深赛格,000058.SZ,营业总成本,TOT_OPER_COST",,深赛格,营业总成本,10y,[financial_statements] 验证 营业总成本 (table)
截至2023年底德赛电池的营业总收入,"德赛电池,000049.SZ,营业总收入,TOT_OPER_REV","<=,2023",德赛电池,营业总收入,until_2023,[financial_statements] 验证 营业总收入 (table)
京基智农最新的营业总收入,"京基智农,000048.SZ,营业总收入,TOT_OPER_REV","ORDER BY,LIMIT 1",京基智农,营业总收入,latest,[financial_statements] 验证 营业总收入 (table)
德赛电池的利润总额是多少,"德赛电池,000049.SZ,利润总额,TOT_PROFIT",,德赛电池,利润总额,10y,[financial_statements] 验证 利润总额 (table)
华侨城A的利润总额是多少,"华侨城A,000069.SZ,利润总额,TOT_PROFIT",,华侨城A,利润总额,10y,[financial_statements] 验证 利润总额 (table)
深康佳A最新的期末总股本,"深康佳A,000016.SZ,期末总股本,TOT_SHR","ORDER BY,LIMIT 1",深康佳A,期末总股本,latest,[financial_statements] 验证 期末总股本 (table)
通程控股的期末总股本是多少,"通程控股,000419.SZ,期末总股本,TOT_SHR",,通程控股,期末总股本,10y,[financial_statements] 验证 期末总股本 (table)
美的集团最近一年的归属母公司所有者权益合计走势,"美的集团,000333.SZ,归属母公司所有者权益合计,TOT_SHRHLDR_EQY_EXCL_MIN_INT",,美的集团,归属母公司所有者权益合计,1y,[financial_statements] 验证 归属母公司所有者权益合计 (table)
截至2023年底华塑控股的归属母公司所有者权益合计,"华塑控股,000509.SZ,归属母公司所有者权益合计,TOT_SHRHLDR_EQY_EXCL_MIN_INT","<=,2023",华塑控股,归属母公司所有者权益合计,until_2023,[financial_statements] 验证 归属母公司所有者权益合计 (table)
南京公用的所有者权益合计是多少,"南京公用,000421.SZ,所有者权益合计,TOT_SHRHLDR_EQY_INCL_MIN_INT",,南京公用,所有者权益合计,10y,[financial_statements] 验证 所有者权益合计 (table)
深桑达A的所有者权益合计是多少,"深桑达A,000032.SZ,所有者权益合计,TOT_SHRHLDR_EQY_INCL_MIN_INT",,深桑达A,所有者权益合计,10y,[financial_statements] 验证 所有者权益合计 (table)
查一下深中华A的未分配利润,"深中华A,000017.SZ,未分配利润,UNDISTRIBUTED_PROFIT",,深中华A,未分配利润,10y,[financial_statements] 验证 未分配利润 (table)
全新好最新的未分配利润,"全新好,000007.SZ,未分配利润,UNDISTRIBUTED_PROFIT","ORDER BY,LIMIT 1",全新好,未分配利润,latest,[financial_statements] 验证 未分配利润 (table)
长虹华意最新的购建固定无形长期资产支付的现金YOY,"长虹华意,000404.SZ,购建固定无形长期资产支付的现金YOY,YOY_CASH_PAY","ORDER BY,LIMIT 1",长虹华意,购建固定无形长期资产支付的现金YOY,latest,[financial_statements] 验证 购建固定无形长期资产支付的现金YOY (table)
查一下渤海租赁的购建固定无形长期资产支付的现金YOY,"渤海租赁,000415.SZ,购建固定无形长期资产支付的现金YOY,YOY_CASH_PAY",,渤海租赁,购建固定无形长期资产支付的现金YOY,10y,[financial_statements] 验证 购建固定无形长期资产支付的现金YOY (table)
*ST张股最近一年的存货周转率YOY走势,"*ST张股,000430.SZ,存货周转率YOY,YOY_INVTURN",,*ST张股,存货周转率YOY,1y,[financial_statements] 验证 存货周转率YOY (table)
中金岭南最近一年的存货周转率YOY走势,"中金岭南,000060.SZ,存货周转率YOY,YOY_INVTURN",,中金岭南,存货周转率YOY,1y,[financial_statements] 验证 存货周转率YOY (table)
查一下华塑控股的净利润YOY,"华塑控股,000509.SZ,净利润YOY,YOY_NET_PROFIT_MIN",,华塑控股,净利润YOY,10y,[financial_statements] 验证 净利润YOY (table)
查一下东阿阿胶的净利润YOY,"东阿阿胶,000423.SZ,净利润YOY,YOY_NET_PROFIT_MIN",,东阿阿胶,净利润YOY,10y,[financial_statements] 验证 净利润YOY (table)
截至2023年底中金岭南的固定资产YOY,"中金岭南,000060.SZ,固定资产YOY,YOY_STM_BS_TOT","<=,2023",中金岭南,固定资产YOY,until_2023,[financial_statements] 验证 固定资产YOY (table)
2023年天健集团的固定资产YOY,"天健集团,000090.SZ,固定资产YOY,YOY_STM_BS_TOT",2023,天健集团,固定资产YOY,2023,[financial_statements] 验证 固定资产YOY (table)
潍柴动力的每股净资产-预测是多少,"潍柴动力,000338.SZ,每股净资产-预测,BPS_PREDICT",,潍柴动力,每股净资产-预测,10y,[prediction] 验证 每股净资产-预测 (table)
截至2023年底东方盛虹的每股净资产-预测,"东方盛虹,000301.SZ,每股净资产-预测,BPS_PREDICT","<=,2023",东方盛虹,每股净资产-预测,until_2023,[prediction] 验证 每股净资产-预测 (table)
特发信息最新的每股经营现金流-预测,"特发信息,000070.SZ,每股经营现金流-预测,CPS_PREDICT","ORDER BY,LIMIT 1",特发信息,每股经营现金流-预测,latest,[prediction] 验证 每股经营现金流-预测 (table)
中国长城最近一年的每股经营现金流-预测走势,"中国长城,000066.SZ,每股经营现金流-预测,CPS_PREDICT",,中国长城,每股经营现金流-预测,1y,[prediction] 验证 每股经营现金流-预测 (table)
深康佳A最新的股息收益率-预测,"深康佳A,000016.SZ,股息收益率-预测,DIVIDEND_YIELD_PREDICT","ORDER BY,LIMIT 1",深康佳A,股息收益率-预测,latest,[prediction] 验证 股息收益率-预测 (table)
方大集团最新的股息收益率-预测,"方大集团,000055.SZ,股息收益率-预测,DIVIDEND_YIELD_PREDICT","ORDER BY,LIMIT 1",方大集团,股息收益率-预测,latest,[prediction] 验证 股息收益率-预测 (table)
截至2023年底广聚能源的每股股利-预测,"广聚能源,000096.SZ,每股股利-预测,DPS_PREDICT","<=,2023",广聚能源,每股股利-预测,until_2023,[prediction] 验证 每股股利-预测 (table)
国际实业最新的每股股利-预测,"国际实业,000159.SZ,每股股利-预测,DPS_PREDICT","ORDER BY,LIMIT 1",国际实业,每股股利-预测,latest,[prediction] 验证 每股股利-预测 (table)
2023年大悦城的每股净利润-预测,"大悦城,000031.SZ,每股净利润-预测,EPS_PREDICT",2023,大悦城,每股净利润-预测,2023,[prediction] 验证 每股净利润-预测 (table)
湖北宜化最近一年的每股净利润-预测走势,"湖北宜化,000422.SZ,每股净利润-预测,EPS_PREDICT",,湖北宜化,每股净利润-预测,1y,[prediction] 验证 每股净利润-预测 (table)
截至2023年底新金路的EV/EBITDA-预测,"新金路,000510.SZ,EV/EBITDA-预测,EV_EBITDA_PREDICT","<=,2023",新金路,EV/EBITDA-预测,until_2023,[prediction] 验证 EV/EBITDA-预测 (table)
常山北明最新的EV/EBITDA-预测,"常山北明,000158.SZ,EV/EBITDA-预测,EV_EBITDA_PREDICT","ORDER BY,LIMIT 1",常山北明,EV/EBITDA-预测,latest,[prediction] 验证 EV/EBITDA-预测 (table)
深赛格最近一年的归属母公司净利润增速-预测走势,"深赛格,000058.SZ,归属母公司净利润增速-预测,NET_PROFIT_GROWTH_RATE_PREDICT",,深赛格,归属母公司净利润增速-预测,1y,[prediction] 验证 归属母公司净利润增速-预测 (table)
渝开发最近一年的归属母公司净利润增速-预测走势,"渝开发,000514.SZ,归属母公司净利润增速-预测,NET_PROFIT_GROWTH_RATE_PREDICT",,渝开发,归属母公司净利润增速-预测,1y,[prediction] 验证 归属母公司净利润增速-预测 (table)
